,cleaan_entity_name,restaurant_name,entity_sentiment_score
87,steak,Vazquez Restaurant,0.26666667064030963
84,steak,Taqueria Los Jaliscienses,0.23333334177732468
85,steak,Taqueria Morelos,0.17499999701976776
80,steak,Tacodeli,0.1545454575256868
78,steak,El Caribe Mexican Restaurant,0.15000000720222792
86,steak,Tortillería Río Grande,0.016666666915019352
83,steak,Taqueria Los Altos,0.0
81,steak,Taqueria Arandas,-0.699999988079071
69,shrimp,Cheko’s,0.6749999970197678
75,shrimp,Taqueria Los Jaliscienses,0.6333333179354668
73,shrimp,Tacodeli,0.6000000238418579
70,shrimp,El Caribe Mexican Restaurant,0.5909090827811848
74,shrimp,Taqueria Chapala,0.4499999973922968
76,shrimp,Taquito Aviles,0.3
71,shrimp,Maudie's North Lamar,0.21666666927436987
72,shrimp,South Austin Trailer Park & Eatery,0.09999999105930328
65,quesadilla,Taqueria Morelos,0.8999999761581421
63,quesadilla,Taqueria Chapala,0.6499999910593033
62,quesadilla,Taqueria Arandas,0.6000000238418579
61,quesadilla,South Austin Trailer Park & Eatery,0.5
64,quesadilla,Taqueria Los Jaliscienses,0.3700000002980232
59,quesadilla,El Caribe Mexican Restaurant,0.2499999850988388
60,quesadilla,Maudie's North Lamar,0.12666666607062022
58,quesadilla,Cheko’s,0.11666667088866232
68,quesadilla,Vazquez Restaurant,0.05000000074505805
66,quesadilla,Taquito Aviles,0.04285714243139539
67,quesadilla,Tortillería Río Grande,0.0
57,fish,Taquito Aviles,0.5999999965230624
51,fish,El Caribe Mexican Restaurant,0.5000000074505806
53,fish,South Austin Trailer Park & Eatery,0.4000000059604645
56,fish,Taqueria Morelos,0.2000000029802322
52,fish,Maudie's North Lamar,0.15000000223517418
54,fish,Taqueria Chapala,0.1000000014901161
55,fish,Taqueria Los Jaliscienses,-0.6000000238418579
49,fajita,Taquito Aviles,0.7999999821186066
46,fajita,Taqueria Los Altos,0.47777777661879856
48,fajita,Taqueria Morelos,0.47499999683350325
44,fajita,Taqueria Arandas,0.42499999701976776
50,fajita,Vazquez Restaurant,0.3862068917730759
41,fajita,Maudie's North Lamar,0.3215384599107962
47,fajita,Taqueria Los Jaliscienses,0.23529411589398103
40,fajita,El Caribe Mexican Restaurant,0.21851851873927647
45,fajita,Taqueria Chapala,0.1944444456862079
42,fajita,South Austin Trailer Park & Eatery,0.16666666666666666
39,fajita,Cheko’s,0.1368421045573134
43,fajita,Taqueria Anyeli,-0.07500000298023225
34,enchilada,Taqueria Los Jaliscienses,0.40999999791383746
36,enchilada,Taquito Aviles,0.35555556002590394
37,enchilada,Tortillería Río Grande,0.352631576359272
29,enchilada,El Caribe Mexican Restaurant,0.3272727277468551
33,enchilada,Taqueria Los Altos,0.3230769273180228
28,enchilada,Cheko’s,0.312068961046893
30,enchilada,Maudie's North Lamar,0.2896825395051449
38,enchilada,Vazquez Restaurant,0.24090908975763756
35,enchilada,Taqueria Morelos,0.24000000357627868
31,enchilada,Taqueria Arandas,0.19199999928474426
32,enchilada,Taqueria Chapala,0.09374999953433871
19,chicken,Taqueria Anyeli,0.399999987334013
25,chicken,Taquito Aviles,0.375
27,chicken,Vazquez Restaurant,0.3399999916553497
15,chicken,El Caribe Mexican Restaurant,0.3119047608758722
26,chicken,Tortillería Río Grande,0.2850000001490116
17,chicken,South Austin Trailer Park & Eatery,0.27142856802259174
24,chicken,Taqueria Morelos,0.2599999964237213
16,chicken,Maudie's North Lamar,0.20000000186264516
23,chicken,Taqueria Los Jaliscienses,0.17777777959903082
21,chicken,Taqueria Chapala,0.1666666648040215
14,chicken,Cheko’s,0.14166666784634194
20,chicken,Taqueria Arandas,0.10714285980377879
22,chicken,Taqueria Los Altos,-0.13333332911133766
18,chicken,Tacodeli,-0.4333333298563957
0,burrito,Cheko’s,0.3933333337306976
13,burrito,Vazquez Restaurant,0.3333333333333333
4,burrito,Tacodeli,0.30000001192092896
8,burrito,Taqueria Los Altos,0.30000000521540643
1,burrito,El Caribe Mexican Restaurant,0.28333333424395984
7,burrito,Taqueria Chapala,0.24285714221852167
11,burrito,Taquito Aviles,0.20000000794728598
9,burrito,Taqueria Los Jaliscienses,0.19545454565774312
10,burrito,Taqueria Morelos,0.15000000223517418
2,burrito,Maudie's North Lamar,0.07142857036420278
6,burrito,Taqueria Arandas,0.04210526653026279
3,burrito,South Austin Trailer Park & Eatery,0.0
5,burrito,Taqueria Anyeli,0.0
12,burrito,Tortillería Río Grande,0.0
