,cleaan_entity_name,restaurant_name,entity_sentiment_score
41,taco,Hula Hut,0.3135135125469517
44,taco,Tyson's Tacos,0.2547126437141292
36,steak,Matt's El Rancho,0.4374999979045242
39,steak,Velvet Taco,0.2750000022351742
35,steak,Hula Hut,0.2000000039115548
38,steak,Tyson's Tacos,0.15555555456214482
34,steak,El Tacorrido,0.05000000074505806
37,steak,Radio Coffee & Beer,0.0
33,shrimp,Velvet Taco,0.3774999981746078
32,shrimp,Tyson's Tacos,0.2760869548048662
30,shrimp,Hula Hut,0.2111111107799742
31,shrimp,Matt's El Rancho,0.16666666347356068
27,quesadilla,Radio Coffee & Beer,0.75
29,quesadilla,Velvet Taco,0.399999987334013
26,quesadilla,Matt's El Rancho,0.22727272896604103
24,quesadilla,El Tacorrido,0.14615384546610025
25,quesadilla,Hula Hut,0.05599999785423279
28,quesadilla,Tyson's Tacos,0.0
20,fish,Matt's El Rancho,0.3852941211970413
21,fish,Radio Coffee & Beer,0.29999999205271405
18,fish,El Tacorrido,0.21999999582767488
23,fish,Velvet Taco,0.15862068842197286
19,fish,Hula Hut,0.14838709562055527
22,fish,Tyson's Tacos,-0.23333333060145378
15,fajita,Matt's El Rancho,0.26261682035488504
14,fajita,Hula Hut,0.1952380956638427
13,fajita,El Tacorrido,0.1428571417927742
17,fajita,Tyson's Tacos,0.13749999925494194
16,fajita,Radio Coffee & Beer,0.0
12,enchilada,Matt's El Rancho,0.2929292945097191
11,enchilada,Hula Hut,0.15789473644996943
10,chicken,Velvet Taco,0.4619718295272807
7,chicken,Matt's El Rancho,0.3210526347944611
6,chicken,Hula Hut,0.26888889008098177
9,chicken,Tyson's Tacos,0.1827586182746394
8,chicken,Radio Coffee & Beer,0.0
5,chicken,El Tacorrido,-0.020000000298023225
2,burrito,Radio Coffee & Beer,0.8999999761581421
4,burrito,Velvet Taco,0.45000000670552254
0,burrito,Hula Hut,0.2444444422920545
1,burrito,Matt's El Rancho,0.1684210531805691
3,burrito,Tyson's Tacos,-0.10000000149011612
