,cleaan_entity_name,restaurant_name,entity_sentiment_score
15,enchilada,De Nada Cantina,0.0
16,enchilada,Dos Batos,-0.10000000149011612
10,chicken,Flavia's Kitchen,0.5666666676600774
7,chicken,De Nada Cantina,0.48749999795109034
11,chicken,Tacodeli,0.3176470635568394
6,chicken,Chuy's,0.30714285817174686
9,chicken,Dos Batos,0.2178571421120848
13,chicken,ñoños tacos,0.21481481580822556
12,chicken,Torchy's Tacos,0.1224489806562054
8,chicken,Discada,0.0
5,burrito,ñoños tacos,0.41333333055178323
3,burrito,Tacodeli,0.4000000059604645
2,burrito,Dos Batos,0.3333333432674408
0,burrito,Chuy's,0.23846153341806853
4,burrito,Torchy's Tacos,0.18999999836087228
1,burrito,De Nada Cantina,0.0
57,tortilla,Veracruz All Natural,0.37419354835505125
53,tortilla,El Borrego De Oro,0.3067307671388754
54,tortilla,Fresa's - South 1st,0.24423077043432456
52,tortilla,Chuy's,0.22702702698675362
56,tortilla,Tamale House East,0.17580644966613862
55,tortilla,Gloria’s Latin Cuisine,0.1636363643814217
50,taco,Tamale House East,0.3272727266607987
51,taco,Veracruz All Natural,0.31507798879563914
46,taco,Chuy's,0.299999996398886
47,taco,El Borrego De Oro,0.27222222255335915
48,taco,Fresa's - South 1st,0.19141104346586882
49,taco,Gloria’s Latin Cuisine,0.12187500204890966
45,steak,Veracruz All Natural,0.5291666621342301
42,steak,Fresa's - South 1st,0.45263157863365977
43,steak,Gloria’s Latin Cuisine,0.37499999968955916
40,steak,Chuy's,0.17499999701976776
44,steak,Tamale House East,-0.050000011920928955
41,steak,El Borrego De Oro,-0.1
35,shrimp,El Borrego De Oro,0.42222221940755844
37,shrimp,Gloria’s Latin Cuisine,0.33829787183315196
39,shrimp,Veracruz All Natural,0.32222222371233833
34,shrimp,Chuy's,0.2000000011175871
36,shrimp,Fresa's - South 1st,0.19999999340091432
38,shrimp,Tamale House East,-0.8999999761581421
33,quesadilla,Veracruz All Natural,0.42999999672174455
32,quesadilla,Tamale House East,0.399999987334013
28,quesadilla,Chuy's,0.2800000041723251
29,quesadilla,El Borrego De Oro,0.25833333532015484
30,quesadilla,Fresa's - South 1st,0.22812499711290002
31,quesadilla,Gloria’s Latin Cuisine,0.17894736834262548
26,fish,Tamale House East,0.48181818346634053
27,fish,Veracruz All Natural,0.2522727293385701
22,fish,Chuy's,0.18999999910593032
25,fish,Gloria’s Latin Cuisine,0.13636363365433432
24,fish,Fresa's - South 1st,0.0
23,fish,El Borrego De Oro,-0.02500000037252903
17,fajita,Chuy's,0.5124999955296516
21,fajita,Veracruz All Natural,0.42222222354676986
19,fajita,Gloria’s Latin Cuisine,0.2781249997206032
18,fajita,El Borrego De Oro,0.25937499827705324
20,fajita,Tamale House East,-0.1
15,enchilada,Gloria’s Latin Cuisine,0.33620689295489214
12,enchilada,Chuy's,0.32105263136327267
13,enchilada,El Borrego De Oro,0.29913043541752776
16,enchilada,Tamale House East,0.16140350764780714
14,enchilada,Fresa's - South 1st,-0.800000011920929
7,chicken,El Borrego De Oro,0.30612244897959184
11,chicken,Veracruz All Natural,0.27826086626104685
8,chicken,Fresa's - South 1st,0.2775330380721239
10,chicken,Tamale House East,0.26867469866950827
6,chicken,Chuy's,0.26206896993620643
9,chicken,Gloria’s Latin Cuisine,0.15000000042897282
4,burrito,Tamale House East,0.44999998807907104
1,burrito,El Borrego De Oro,0.41666666356225807
0,burrito,Chuy's,0.3749999972060323
3,burrito,Gloria’s Latin Cuisine,0.12307692204530422
2,burrito,Fresa's - South 1st,-0.10000000149011612
5,burrito,Veracruz All Natural,-0.699999988079071
