restaurant_name,id,attributes
El Mana Authentic Mexican Food Truck,Fk75FypsNuA0ppLS6FzwjA,"['Accepts Credit Cards', 'Private Lot Parking', 'Accepts Apple Pay']"
Casita Guanajuato,YXAayJMq8L2OKtW0yBOnyA,"['Heath Score: 92 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
OneTaco,nhB-F-p3m6ukwpaYrXYhhQ,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'No Reservations']"
Las Palomas Restaurant & Bar,aflbTPPZrQIxTOIMJMHbHA,"['Heath Score: 78 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
Pollos Asados El norteño #1,fiwgOF1xPSM1aqKcp_EIDQ,"['Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options', 'No Reservations']"
Nissi Vegmex,Nj20XdBXoYSxDIzHx9YmBQ,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required']"
Freebirds World Burrito,Eh0Fug7RWiazyB8Rjkswag,"['Heath Score: 88 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
El Tacorrido,4Jsmb92lYx8Djk4QBk6aXA,"['Heath Score: 71 out of 100', 'Offers Takeout', 'Vegan Options', 'No Reservations']"
La Flor,q7mbPAK0g_9jbZL2dHANIA,"['Offers Takeout', 'Vegan Options', 'No Reservations', 'No Delivery']"
Taqueria Gardenia,d9yW4OLNczqKGlXfE_AGrQ,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'No Reservations']"
Super Burrito on 5th,sUxfwBFORDxrarh0LXQUFw,"['Offers Delivery', 'Offers Takeout', 'Vegan Options', 'No Reservations']"
Zuzu Handmade Mexican Food,iFofOanM-8rT21M0SHNjoA,"['Heath Score: 88 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Micheladas Cafe y Cantina,DQu-9yItu2woAx-UBUzivQ,"['Heath Score: 94 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
San Juanita Tacos,aPghiwhYey7sAzP3VL8iGQ,"['Heath Score: 82 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Ma’Coco,VQPXI5dftODd37nCJAEEqg,"['Heath Score: 92 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
CJ’s Tacos,UHKAhMRRskc3C9GxepCe7A,[]
Daygos San Diego Taco Shop,zWrJwohy1W-9pLAHA5AC_w,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks']"
Taqueria Arandas,MoDX6fbr0e_Sls_TUxeD_w,"['Heath Score: 76 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Asador,nNLO8Tb8YpzbueWDvsBujw,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Baby Acapulco,R9O3UC-wk2T3hXyRLzeJQQ,"['Heath Score: 82 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
Taqueria La Libertad,qCTUdVpeWWj5rtvV2y3c9w,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
ZIKI,8BPtCYQjlYAB4UsaTQTHDA,"['Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options', 'Masks required']"
Bulevar,dOQPeXu27YmjYFfV5tX-Zg,"['Takes Reservations', 'Accepts Credit Cards', 'Outdoor Seating', 'No Delivery']"
La Piscina,YrReCTKKKRBEDMwFqcftsA,"['Heath Score: 95 out of 100', 'Takes Reservations', 'Offers Takeout', 'No Delivery']"
Taquerias Arandinas,xTar2cfxnkDTr2A3d50JXw,"['Heath Score: 75 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
La Montaña Tacos,1jSy2jbwmSZBxrSzqycbfQ,"['Heath Score: 91 out of 100', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']"
Freebirds World Burrito,h8D2fs8IBYCofOf8qpAemw,"['Heath Score: 91 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
La Plancha,Uf-lNowqa8XMZyHRrLquMg,"['Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated', 'No Reservations']"
El Arroyo 5th Street,CAVtUByBO6JOY_krzrlfbw,"['Heath Score: 80 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
El Perrito,TUOe6XIbww7VDrlD2aSkEQ,"['Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated', 'Staff wears masks']"
Tacos Yo Soy,5suI6QbrzMAj_AAbv8pSHw,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required']"
Freebirds World Burrito,3lWOMnrqO53ZJcsX6wVFYA,"['Heath Score: 94 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
La Peña,2gd5FJ6ACgaKp9jq2sI-aA,"['Offers Takeout', 'Masks required', 'No Reservations', 'No Delivery']"
La Traila at Mesa,2mGMA0uaSh1zNW0xBbICtw,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Donut Taco Palace,oMRd59l9tECM9Jvy12kDgg,"['Heath Score: 95 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Mi Trailita Y Mas,qa6O3oPbJnSo35HnzjMVrA,"['Heath Score: 90 out of 100', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']"
Trudy’s Del Mar,UEgSnHjeR1nrHu5vXO1NfA,"['Offers Delivery', 'Offers Takeout', 'Outdoor Seating', 'Casual']"
Angie's Mexican Restaurant,n8kBconpaJJg32tGrLHeFg,"['Heath Score: 87 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
La Holly,J-S8U3hSuuZSa1a0xq2kJg,"['Offers Takeout', 'Many Vegetarian Options', 'No Reservations', 'No Delivery']"
Nonos Tacos,FewDWoaK5Pr0sHF3AlG8mg,"['Heath Score: 99 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Dos Salsas,q36O23dI5uQbWseYmT3Hrg,"['Heath Score: 83 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
Jefes Tacos & Catering,NJAbhM3GD4n00_HInpNFnA,"['Heath Score: 75 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
Los Comales Mexican Restaurant,dMNfUfUgOmTLcDCTLJ_9Zw,"['Heath Score: 80 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Little Mexico Restaurant,6-kH79SpoMeIKDIEBwchPA,"['Heath Score: 95 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Papa Joe's Tex-Mex,-pv0wXx1s0viMg8CH7x-6g,"['Heath Score: 90 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Fairways Cantina,BCaTdIxMsFDw3MK4iy_b7w,"['Heath Score: 92 out of 100', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']"
Bummer Burrito,2zOmcPu717eU83nbRAWSBA,"['Offers Delivery', 'Offers Takeout', 'Vegan Options', 'Accepts Credit Cards']"
Tres Amigos,KsS_49_A8M2__emgTCp8dg,"['Heath Score: 83 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
Nyam Sunshine Cuisine,VDteToHgvpUDA9_T7SYG9g,"['Outdoor Seating', 'Private Lot Parking']"
Taqueria La Familia Mexican Restaurant,KJagWpMMQZ52mZfUabaR7Q,"['Heath Score: 87 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Native Grocery,ZE3jrF6Hcc-MzJx58-GSDQ,"['Heath Score: 81 out of 100', 'Accepts Credit Cards', 'No Reservations', 'Accepts Cryptocurrency']"
Toyloco,3C9CZS_l2XqQHeEQTI-UtA,"['Offers Delivery', 'Offers Takeout']"
Taquero Mucho,xrxNQvmqCHQgH47gn5jtdw,"['Heath Score: 76 out of 100', 'Trendy', 'Good for Dinner', 'No Reservations']"
Ensenada ATX,bL-77pJtdNMkyiw6wESOrg,"['Offers Takeout', 'No Delivery', 'Masks required', 'Staff wears masks']"
Always Hungry,cFKZVxAsRsmGH5pZLPCyog,"['Offers Delivery', 'Offers Takeout', 'Pescatarian Options', 'Vegan Options']"
Veracruz All Natural,lCmz-bwclEuwsxm4-i2lNw,"['Offers Takeout', 'Vegan Options', 'No Reservations', 'No Delivery']"
Costa Del Sol Restaurant,S0j4zscxXfkSVTQifdvydA,"['Heath Score: 71 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Taqueria Guadalajara,vj3fhBAbH5bP342wQ4ADkA,"['Heath Score: 75 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Carnitas el Guero,GPOlkc5MMbhIA2WnlTAkJQ,"['Offers Delivery', 'Offers Takeout', 'Waiter Service']"
Taco Bronco,2shvbGrTkfk4xk6BVWjZug,"['Vegan Options', 'Accepts Credit Cards', 'Street Parking, Private Lot Parking']"
Mango Feliz,HBnfMWwTiXTEfvdMEnSjbg,"['Offers Takeout', 'No Reservations', 'Masks required', 'Staff wears masks']"
Vaquero Taquero,suSjNVgdnOrjP-1eGHoXEw,"['Heath Score: 76 out of 100', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']"
OneTaco Taquería,QLpkAl5IF-dKsQrqO6zc9g,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required']"
Veracruz All Natural,FqWMOQ0WbVZ55Y3sS1ulhQ,"['Offers Takeout', 'Masks required', 'Staff wears masks', 'Vegan Options']"
Hecho En Mexico,4w54U7DCiyswmzMf7t32-Q,"['Heath Score: 78 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
Love C Spot,CxDq-fQN3c3g29So1NPY-A,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'Accepts Credit Cards']"
Dos Amigos Mexican Food,s-DXfNMT4ZDmbIZw518_Rg,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
Casa Vallarta,HfAedVTbfqe10tp0g36AiA,"['Heath Score: 82 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
El Super Taco,yq0N8GoNwkyejpm0I4n1Yw,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Accepts Credit Cards']"
Curra’s Hyde Park,zMdslB08XbNWU3S8z8fWXw,"['Heath Score: 91 out of 100', 'Offers Takeout', 'Many Vegetarian Options', 'Outdoor Seating']"
Tacos Durango,4XLSNVJcveUz2P8cck9OZA,"['Heath Score: 86 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
OneTaco,q6c0rBQ2SdNavtFjjY7oFQ,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks']"
Jefes Street Tacos,BtlzDIZ5RJePAae_hklVlA,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Tacos y Pupusas Los Ramos,nO3JHm05R9KYNEZ7aIPSGw,"['No Reservations', 'No Delivery', 'No Takeout', 'Accepts Credit Cards']"
Con Todo,z3SmHMMxZaWdqbE1KQoHQQ,"['Outdoor Seating', 'Classy', 'Private Lot Parking']"
Chipotle Mexican Grill,6ro6GdSUnNmM929dTHgVKg,"['Heath Score: 100 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
El Chilito,Pu3LOiZNPJTOCpOJ-stlvA,"['Heath Score: 90 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
El Pollo Rico,FV0EwBnrRlocGXe2Y_92fw,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Un Taco Mas,xaDfYFmpU4qyRwu6gBbpbA,"['Offers Takeout', 'Masks required', 'Staff wears masks', 'No Delivery']"
Taco Flats,_1lwieLPTdvfbEStNTnzDg,"['Heath Score: 82 out of 100', 'Offers Delivery', 'Offers Takeout', 'Masks required']"
Quezzas,rn2Ka8dII-WH6hXG82F1GA,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'No Reservations']"
Taqueria La Escondida,l19bUIcJWEMSzCXhDM4zdw,"['Heath Score: 84 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Baby Acapulco,QnjTzGGueOsdabHqvWosQA,"['Heath Score: 93 out of 100', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout']"
Flores Mexican Restaurant,CibLRpCBVfEzzDFbOQIxzw,"['Heath Score: 89 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Daygo's San Diego Taco Shop,hYDAmF6f-8qfNuDJmZAoKg,['Classy']
Tacos El Charly,kJCTyUI0zT8rqv3qaxYuiA,"['Outdoor Seating', 'Street Parking', 'TV']"
Beto's Mexican Restaurant,7lshv8DNhwYhdD6Dh73ekg,"['Heath Score: 79 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Mission Street Burrito,nNFaWdWQzAKglF7QvszbnQ,"['Offers Delivery', 'Offers Takeout', 'Vegan Options', 'Outdoor Seating']"
Autenticos Michoacanos,Upe9TGr3VP8uAL223bCWOQ,"['Offers Takeout', 'Staff wears masks', 'Casual', 'Private Lot Parking']"
El Secreto de la Abuela 2,SW2v089xn3xrCFbMFKXasw,"['Heath Score: 88 out of 100', 'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options']"
La Palapa,gMuFIpk4BRfZcE6p55fnkA,"['Heath Score: 87 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Seareinas,PDtcdi8HiGU_E0EtrrlXeg,"['Heath Score: 85 out of 100', 'Outdoor Seating', 'Casual, Trendy', 'No Reservations']"
Juana Taco,heeqwXyKmz99ST_28jdVYg,"['Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options', 'No Reservations']"
Taqueria Montenegro,Sz73NubYjNG3AD5jXMj3SA,"['Heath Score: 77 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Chicken Bowl,hI9SS8or178ESYI3g8o4cA,"['Heath Score: 90 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Polvo's DT,WqSAjqv0XwfsYBg70dHBqA,"['Heath Score: 90 out of 100', 'Offers Takeout', 'Takes Reservations', 'No Delivery']"
Little Plaza Tacos,ZjExuvrL3CUicY2F9xhzSA,"['Offers Delivery', 'Offers Takeout', 'Staff wears masks', 'No Reservations']"
Chipotle Mexican Grill,oaXi7-OFrwHyHpSz2_AtxA,"['Heath Score: 100 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
La Santa Barbacha,h3ygYy3mwzskQlCH1jtnBA,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Masks required']"
Kings Taqueria Y Mas,m1GkW7EAalwPr2MVC1zL7g,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'Accepts Cryptocurrency']"
BIG Frank’s Taco Food Truck,DV6Hp6MsNcFLbt0M5b4nhA,[]
El Tacorrido,4S0hdF6JOQYvEZU9253rYg,"['Heath Score: 73 out of 100', 'Offers Delivery', 'Good for Groups', 'Garage Parking, Private Lot Parking']"
Zombie Taco,QKq8xVLe58sBola2ykdnow,"['Heath Score: 94 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
El Tizon Del Chef,ZtDJAwu5U3gmx-LVRbsutA,"['Offers Takeout', 'Masks required', 'No Reservations', 'No Delivery']"
Rules & Regs,Vf_vqtytl6RRV5_3w84JsA,"['Takes Reservations', 'Offers Delivery', 'Masks required', 'Staff wears masks']"
Taquerias Arandinas,krplIjw6abcMLTaYTOB96Q,"['Heath Score: 86 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Tres Marias Tacos,rpDEUAvEJZ0qhgTNt4wNgg,"['Offers Takeout', 'Private Lot Parking', 'Women-owned', 'No Delivery']"
Cosmic Taco,iJ61DnPmxt1NfAzC8mlupw,"['Offers Delivery', 'Offers Takeout', 'Vegan Options', 'No Reservations']"
Taqueria 7 Estrellas,oEk10ghOeknPKvjrSxaMzg,"['Heath Score: 98 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
La Sabroza,qYSzpsDSp2CLU0MIbWBGbw,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
Greens 'n Grill,npssmgSepCDpcUWpnOGeWA,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required']"
Chipotle Mexican Grill,AqMLBFurm1kRs-k1PyCTpg,"['Heath Score: 94 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Los Danzantes ATX,fhyEL_tf7xCXgWWZ-Zbdcg,"['Offers Takeout', 'All staff fully vaccinated', 'Masks required', 'Staff wears masks']"
El Agazajo’s,ak3kpcJGK2afcJYAtbX2qw,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks']"
Frida’s Cocina,t9vAmsHv-l8j_20bGcEblA,"['Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated', 'Special hours', 'No Reservations']"
Don Juan,s_F-1UMPqR6LoWB2XmPyaQ,"['Heath Score: 74 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Asadas Grill,pxuYf1niSo7IvJOUmbC1_A,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required']"
Bomb Tacos,sPr8yu7F1PVFDiPDhTb1fg,"['Offers Takeout', 'Vegan Options', 'Accepts Credit Cards', 'No Reservations']"
Casa Moreno's,PYkrkSvt0hTD4a9_yclgcg,"['Heath Score: 70 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taqueria Jefes,UyYQR6KG2-XEWcuUBsT97Q,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
Taco Shack,SGJMavbdxy4yuiYl_w1waA,"['Heath Score: 71 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
El Pollo Regio,PLWKRaadW8g1YFUG22_vDw,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Lolita La Tampiqueña,YArn8seLr3LJmGewVH1NyQ,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Salsa Limón,TOG67e9pFlKD7A7XC5sEfg,"['Heath Score: 92 out of 100', 'Offers Takeout', 'Staff wears masks', 'Masks required']"
El Pollo Rico,CSnVkP0L1rr7LoyJ9LYA4g,"['Heath Score: 76 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
El Rinconcito Del Sabor,jjjTpGGOnNZgaclRJZtp2w,"['Heath Score: 88 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
El Pollo Rico,yXgkDmJf4_r7HwvplFaklg,"['Offers Takeout', 'Classy', 'Good For Kids', 'No Delivery']"
Aguilera's Mexican Restaurant,YIkzoQqUCoyc4kASKPqAFA,"['Heath Score: 88 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Tortas El Guero,TtyX84Ghb11jIbyRbiIQsw,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
Aparicios,LMNJ-ypsoYx-lR2bTzC_lg,"['Offers Delivery', 'Many Vegetarian Options', 'Private Lot Parking']"
Beto's Mexican Restaurant,hzDAWHacmZQVlfThmx_-iw,"['Heath Score: 83 out of 100', 'Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards']"
Chipotle Mexican Grill,4SbOFLH_S7e4tv77nuinCw,"['Heath Score: 92 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Chipotle Mexican Grill,9SW2iaxmN3iTf1LyZMTIIg,"['Heath Score: 96 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Birria Queen ,H6TRTjlEy1_GWlcOuZzbHA,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks']"
Chipotle Mexican Grill,X-tmOCfQ4y_c64xjtNN3ug,"['Heath Score: 98 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taco Shack,WOAUHpYxc4Ga9AuFqAqxrQ,"['Heath Score: 82 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Taqueria los Regios,Eb0c_i44W9M-C4NAWNTqDQ,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks']"
Taqueria San Luis,WyX5i_cncgrKwIyEFw0iYA,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Texas Sushiko,6NXzlHMBzNVz3BvVe8XhBA,"['Pescatarian Options', 'No Reservations', 'No Delivery', 'No Takeout']"
Pueblo Viejo Meanwhile,a9e0ooFtoUhGJJg4aMOkRg,[]
Taqueria Johnny Tacos,ukH-hmXSY2P5m2E-TDcPlg,"['Offers Takeout', 'Masks required', 'Staff wears masks', 'No Outdoor Seating']"
Taqueria La Chilanguita,aPn02TSwZlTXPidY7htAUg,"['Offers Takeout', 'Accepts Credit Cards', 'Classy', 'No Delivery']"
El Marisquero Seafood,fmpvRs8PrdZwSh_XeVw2_Q,"['Offers Takeout', 'Staff wears masks', 'No Delivery', 'Masks required']"
La Chapala,mQYG4rBs_BAd8DkbgCZTtw,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Sabe,XNYRtYmQYWoTU9Pqp0HBSQ,"['Heath Score: 85 out of 100', 'Offers Takeout', 'Masks required', 'Accepts Credit Cards']"
Taco Break,zLJW_Bss7xzV0zqso85ztg,"['Offers Takeout', 'Accepts Credit Cards', 'Outdoor Seating', 'No Delivery']"
Taqueria Piedra Grande,2OPx_aBOE_ZOrEhTDkY-DA,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
La Yaquesita Food Truck,cEGWFmiQiwuyWxSpCPE0WQ,"['Offers Takeout', 'Vegan Options', 'No Reservations', 'No Delivery']"
Cilantro's,T55nNWr06T492oDUh0R8bQ,"['Heath Score: 97 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Chapulín Cantina,uGYPRlATniMBSp7r2wrRXg,"['Takes Reservations', 'Classy']"
Mí Casa Market,7cp5mXkCn4G6ivKdpPQVbA,"['Heath Score: 81 out of 100', 'Offers Delivery', 'Vegan Options', 'No Reservations']"
El Pollo Rico,PSpqs8oF2cuGQuUU9XiXRg,"['Heath Score: 82 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Jasmine's Mexican Restaurant,hmmfN3V_NTb9FiTkC7VWXw,['TV']
Beto’s Restaurant & Bar,EnBgdCvtJ_zQiB77XKCc2g,"['Offers Takeout', 'Many Vegetarian Options', 'Private Lot Parking', 'TV']"
Chipotle Mexican Grill,TbeL8UTAX4aIr4jNSbXb3g,"['Heath Score: 96 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Antojitos Mexicanos Los Jarochos,NReQvie-slWnvW-xxojWsQ,[]
Tacos 620,nuUxxMBlTE-wk3_JyfZm-Q,"['Offers Takeout', 'Masks required', 'Staff wears masks', 'No Delivery']"
Ember Smoke,uD56cagifU_OGe6eBPW16w,"['All staff fully vaccinated', 'Staff wears masks', 'Offers Catering', 'Masks required']"
Fruteria Pekitas,dq578OMMT5GbdqvB7kP5qg,"['Heath Score: 90 out of 100', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Chipotle Mexican Grill,rOs79YiornVx-KMyCMwm1g,"['Heath Score: 98 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Rita's Mexican Restaurant,pNnYECOupGZSAxtW-PPQmQ,"['Offers Takeout', 'Many Vegetarian Options', 'Accepts Credit Cards', 'No Reservations']"
Taqueria Piedra Grande,4XSH2keAzoTrN_KMQOvvlA,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'Offers Catering']"
Taco Shack,UnNDTOGGAIxKfxA2fCAXaA,"['Heath Score: 84 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Tortilleria La Sabrocita,AUIz0kM9blrKxxf2-LfU_Q,"['Heath Score: 90 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taqueria el Torito,9UsElPIjW7Zqo-2_GUZkXg,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Android Pay']"
El Vago Cantina,HbMPlMQom_-TgyWNi0c5Gg,"['Offers Takeout', 'No Delivery', 'Masks required', 'Staff wears masks']"
Jasmine's Restaurant,cpDff4xvSxgfo_2XK87ThQ,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Los Pepes,SlVbPk3-OnpuvvYLwdt7fA,"['Heath Score: 87 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
Tacos Doña Rosita,ZGgVJdJ9CUq_5xX0RDow3Q,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Sopa De Fideo,CXP_w8XFHyg6hlzFfKxBSA,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks']"
Taco Cabana,cC4LmacA51UAjIROpKqQ8A,"['Heath Score: 71 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taqueria Los Jr’s,3G_CjEBA2mm6QB6-275kDw,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']"
La Familia Mexican Market,MQWLzCj9vSjcl3R3v-U-Vg,"['Heath Score: 78 out of 100', 'Offers Delivery', 'Accepts Credit Cards', 'Private Lot Parking']"
Marisco Grill,Ejt0AX9GVLQqXn1uFkQLag,"['Heath Score: 96 out of 100', 'Takes Reservations', 'Offers Takeout', 'No Delivery']"
Soco Bar & Bites,X4FReQm8nmc3sON2aRoY1A,"['Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards', 'Accepts Android Pay']"
Mi Lindo Michoacan,zOog0WZuvNCIurbwyrvY5g,"['Heath Score: 82 out of 100', 'Accepts Credit Cards', 'Masks required', 'Staff wears masks']"
Fajita Pete's - MoPac,MSD7RsqlimUFTlc0uq2QNg,"['Heath Score: 93 out of 100', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']"
La Sirena,Y3s7fgu3B9UhyDKMktIS_g,"['Offers Takeout', 'Accepts Credit Cards', 'Accepts Apple Pay', 'Accepts Cryptocurrency']"
El Pollo Rico,q36naMyIpP0BPuafP5NyUw,"['Heath Score: 84 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taqueria Hugo,9QO7KfFLBEdHeVuoAJlqVA,"['Masks required', 'Staff wears masks', 'No Outdoor Seating']"
Regios Al Vapor 3,2tuy5qY6lDpL9cdZKFFKMw,[]
Mariscos Los Jarochos,0hGtX5H16-GiKGRDw0jhow,"['Heath Score: 92 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Tacos Juanita,YJoupkRy1EjpRy1BwzvXhg,"['Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options', 'Accepts Credit Cards']"
Taqueria El Picante,li2Sl1CKLyQ9MYgMYl9xRQ,[]
Ram Indimex foods,aEONpDLGav3O4NTsgmHZMA,"['Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated', 'Masks required']"
Taqueria Don-Emilio,0rtvEt_w1j-04-TC54mPYA,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Mi Cabana,DHcmcPq5oUxAyGjDyEHw7Q,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Buddy's Mexican Grill,StKc6y0WHx1Z1cyH8CwbVA,"['Heath Score: 72 out of 100', 'Offers Takeout', 'Many Vegetarian Options', 'No Reservations']"
Crazy Fruits Riverside,rlsrHlSkJN1iuVxnQ3-h8g,"['Heath Score: 89 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
