restaurant_name,id,attributes
Taco Cabana,nEZm_RNK_VZrpgZKLuCRPw,"['Heath Score: 91 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Guatemalteca,Fg4_tJinANI7ojjFcDk6UQ,[]
Quinta Caporales Meat Market,XYal0iFYJvwXfOB_AZjqwA,"['Heath Score: 76 out of 100', 'Offers Delivery', 'Staff wears masks', 'No Reservations']"
Taquerias Arandinas,PpNPv143QZSc6bkTvECMgA,"['Heath Score: 93 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taco Cabana,9vUNpvDIw83pjHO0Kr7XPg,"['Heath Score: 86 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
El Huarache 2 Food Truck,RSHigILpL2Posvof3RF9pg,"['Offers Takeout', 'Offers Catering', 'No Delivery']"
Ole Taco,DFx856Ga-StTFTbBRqR8ZA,['No Waiter Service']
Mario's Seafood,Q-7wWqPR6794bfZUepsg1A,"['Heath Score: 86 out of 100', 'Offers Takeout', 'No Delivery', 'Masks required']"
Taco Cabana,I8rcWLpL0lnYdn-W9lypgg,"['Heath Score: 86 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Tacos Garcilita,OdQxJxTNTFDP8HfqapS4sA,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Tortilleria El Taquito Marisquero,tqHZ-qFUH34Juvw_IQqWvA,"['Heath Score: 73 out of 100', 'Offers Delivery', 'Offers Takeout', 'Masks required']"
El Tacorrido,0NVmh-TTQ6mce73Wh5Z2ig,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
La Hawaiina,v0lAQJhQvgegrIGVGEk5Fg,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Accepts Credit Cards']"
El Pollo Rico,UG629uzdUeoeD_uyb8w-tg,"['Heath Score: 75 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
El Taquito Aviles,w6glLilpWkesWJMxjYeF5w,"['Offers Takeout', 'Outdoor Seating', 'No Delivery', 'Accepts Credit Cards']"
Taco Bell,12in6DGZIwm6kytjmBRafQ,"['Heath Score: 95 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Tacos Michoacan,sTppFMipiI0jjarjEctT5w,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Taco Cabana,_XeYdTZNWTPD7fqKNuR70w,"['Heath Score: 100 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taco Bell,Fx0slnWHNR3IniLJSacxyA,"['Heath Score: 93 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Pollo Caliente,OFOAj2KHkd0Icz_C9cWJkA,"['Accepts Credit Cards', 'Classy']"
Taco Bell,6Q9JQPI_-HkJgp8oQlp97g,"['Heath Score: 98 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
La Catedral Del Marisco #2,3jiQKBE8N2qkoOtv1wiScg,"['Heath Score: 79 out of 100', 'Takes Reservations', 'Offers Takeout', 'No Delivery']"
Taco Bell,_su2RkbR-Z8Ppvho4DJbtw,"['Heath Score: 92 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Mariscos Tampico Bar & Grill,oPo6IO6AfVs9GfwHSHD5tQ,"['Heath Score: 77 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taco Cabana,cqUji3e_PL1aRxjtC0MaXw,"['Heath Score: 92 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
La Caprichoza,x2sMsoBCo1rOfI1S9nRUkw,"['Private Lot Parking', 'No Reservations']"
La Traila,IrKhMGiAI68aS0mba3rZVg,['Classy']
Taco Bell,BAJnBN9qkz3QkG16P0uPGA,"['Heath Score: 100 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Los Potrillos,2yq89tFeGIi9ifO5UPKpLA,"['Heath Score: 87 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Palomino's Food Truck,T4fndbOkrTClOKC4ruG8yw,"['Outdoor Seating', 'Offers Catering', 'Latinx-owned']"
Big Boss Foods,q5KABJuVSotoY5XZc8FCIA,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Taqueria Jefes,mmMslokb-1FIPEdvH2IKXg,"['Offers Takeout', 'Many Vegetarian Options', 'No Delivery', 'Accepts Credit Cards']"
Taco Bell,SZJ7E26RnwI4bbCj48riow,"['Heath Score: 88 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taqueria La Guera,ik1sxcPJbIZXTZ4OCl9dNQ,['No Delivery']
Las Palapas,GxocPmJQNw5A3yUvIyTnwg,"['Casual', 'Full Bar']"
Taquizas Mariana,OUe8zhq-BNWzZF8181QIyg,"['Classy', 'No Takeout', 'Offers Catering']"
Chicanas Tacos,4Pmqq9YVbE-k0tC8caZ_JQ,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
La Traila #6,fJ2fcDhx8f_UIcI7ttubOg,['Private Lot Parking']
Quick Fix Cuisine,Laqw7n828MgjBdOoly5TpQ,"['Offers Takeout', 'Vegan Options', 'No Reservations', 'No Delivery']"
Kins Dining,x09efcVl5WCcrChXpHKSJQ,"['Masks required', 'No Reservations', 'No Delivery', 'No Takeout']"
Trill foods,zmKZBNZmnHY7kv5CRHxENQ,['Outdoor Seating']
Brendas All Natural,QjyayEDmjg96su-eIflgLw,"['Offers Takeout', 'No Delivery']"
Arturos taco truck,5l7rIoWdv_MrSDiomue1vA,"['Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated', 'Masks required']"
Taqueria Su Destino,7U6taCZqDyz-4kcpKt-OAg,"['Takes Reservations', 'Offers Takeout', 'Accepts Credit Cards', 'No Delivery']"
Big Delicious Food,Tf37Ntr6SwqFB3u3IC50tg,['No Delivery']
Eighteenth Over Austin,6wk-k-YJnU3rUM6JZrJsag,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Taqueria La Paloma,YaKIeriDjPzbK2vtb4DTww,['Many Vegetarian Options']
Jack in the Box,N31Vex7z_gckdhAsq0uPxA,"['Heath Score: 93 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Margie'z Place,NeSEkEcV_r6KKITuk-xnyQ,"['Street Parking, Private Lot Parking']"
Pio Pio Tacos,ghePF1EG2RlM0iItq7Y3BQ,[]
Blue Gecko,iUa22ucRaX4OlDImWMV4NQ,"['Offers Delivery', 'Offers Takeout', 'Staff wears masks', 'Masks required']"
Chipotle Mexican Grill,W9BaT5O-cDSMZGmmVjJD2A,"['Heath Score: 97 out of 100', 'Offers Delivery', 'Offers Takeout', 'Street Parking']"
Jack in the Box,e8iaAO6ukGxUxhbzHS2LQg,"['Heath Score: 93 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Taco Bell,7YHhHlvMCc9WAAEHCtV-pw,"['Heath Score: 96 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Three B's Tacos,vJehBCfKb4T9w71ytLH_Ug,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'Outdoor Seating']"
Taco Bell,fjqeObbXi1kd_40E62WHCQ,"['Heath Score: 91 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
El Michoacano Mexican Restaurant,#NAME?,"['Heath Score: 74 out of 100', 'Offers Takeout', 'No Reservations', 'No Delivery']"
La Cathedral Del Marisco,lCPL4WpRSw49k8R5Y5USKA,"['Heath Score: 88 out of 100', 'Offers Takeout']"
La Hacienda Market,6xAmUN9ls82hIaTA4QefgA,"['Heath Score: 89 out of 100', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
De La O Kitchen,A2FbL9YMYozb1Yj4XDG3VA,"['Offers Takeout', 'Staff wears masks', 'Outdoor Seating', 'Offers Catering']"
Mexico Lindo and Delicious,FYk738FSbKAoTb9ZOmylaQ,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
I Love Taco's,V3gIV5HNgL591JGUA6tAOw,"['Classy', 'TV']"
Jack in the Box,QaX19G96mxHRRj3aYpt3vA,"['Heath Score: 89 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Taqueria La Tapatia,Td05plgOyVb-cg8dya1WDg,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Jaliscienses Mexican Restaurant,pvB2Lx_mTGzFjK0ND3SEcw,"['Heath Score: 87 out of 100', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards']"
Taco Bell,Xa-mh9fjX3b-2uo4SwrXCQ,"['Heath Score: 100 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Jack in the Box,MjzPfmuzBpAEOPPNs6aycQ,"['Heath Score: 75 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Casita Vizuet,Hbd2MA37bzJTZ-724k3DRA,[]
Machetes Doña Leova,56UHwwWFy-R8-4WkiQefMw,"['No Delivery', 'Masks required', 'Staff wears masks', 'No Outdoor Seating']"
TaConMaye Mexican Foodtruck,cgDA16Ct2RCfduq_wmKC2A,"['Offers Delivery', 'Offers Takeout', 'Vegan Options', 'No Reservations']"
Taco Fresco,qbdo77Uw6IX7bLn9RhCtcg,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Taco Bell,sexYEzEBgE2sxgI5InSaDQ,"['Heath Score: 94 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Chipotle Mexican Grill,U_HRE3_AvtqZPhWC9Lnu_A,"['Heath Score: 96 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Taqueria La Morena,740_xgv3edBRzSjZYCCuYA,"['No Reservations', 'No Delivery', 'No Takeout', 'Accepts Credit Cards']"
El Secreto De Abuela,71tj2f4RgzV7pvEIVpWQZw,[]
National Taco Championships,TC41V3gSGASkE3eI5aOk9A,[]
Chipotle Mexican Grill,9M7NW9QTuzuCuvLJtZu6AQ,"['Heath Score: 98 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Mi Lindo Jalisco,riK61dYwFr86fgQLcb7GpQ,['Heath Score: 84 out of 100']
Tellus Joe,XkEtH38Drx9IGb7qiGQaFA,"['Classy', 'Private Lot Parking', 'Free Wi-Fi']"
Taqueria Olivas,IIFGvxPsnCz6dDqGCzo5UA,"['Offers Takeout', 'Outdoor Seating', 'No Reservations', 'Accepts Credit Cards']"
Taqueria Mi Zacazonapan,cszKUtjUYH1cCyS8J2qR5g,[]
Calle Taqueria,n2nSitvA3eUld6ExAx7hzg,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards']"
Taco Bell,HTazXocegk9oZE1W3qB-Bw,"['Heath Score: 100 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Hot Tacos,rXdg2mutItFwqspo9F4Crw,"['Pescatarian Options', 'Accepts Credit Cards', 'Outdoor Seating', 'Classy']"
Asador,Lvnta0263xAwa6TXdajH1w,"['Heath Score: 94 out of 100', 'Outdoor Seating', 'Classy']"
Que Divino,qg_toF422FIE6lm7rvRMzA,"['Staff wears masks', 'Accepts Credit Cards', 'Outdoor Seating', 'Classy']"
Taco Bell,I2ykwSoFbO5vQCp-rdfsqw,"['Heath Score: 94 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
NuclearTacos,k-Zz72r2O9WfsSF33E4kPw,['Accepts Credit Cards']
Lopez cabrera sabor y Tradicion,A0j3eNH44RA8ZQ0ofaoBqw,"['Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks']"
Taqueria Mejia,vHLoAklmxy-xO6cHMEaGgQ,"['Offers Takeout', 'Accepts Credit Cards', 'Good for Groups', 'No Delivery']"
Taco 'N Mama,fNTpqhAgwZzVEpTK72Dtqg,"['Heath Score: 88 out of 100', 'Offers Takeout', 'Wheelchair Accessible', 'No Delivery']"
Jack in the Box,5N4bHv9sTm1JsDqhDWz-tA,"['Heath Score: 89 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Taco Luna,F0m7xjzhAdcnwR1GI6M2Hg,[]
taco wey,7pg6oY_ph50g72oDOBhA5w,"['Offers Delivery', 'Private Lot Parking']"
Queen's Tacos,-6ZHFbl1Z-4rWBRnKnSSzA,[]
Jack in the Box,gFClISSN6xMn7C4F6l48EA,"['Heath Score: 85 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Ta-co. Mex,Utnm8e82ejUjhoLgAPcSZw,"['Offers Takeout', 'Accepts Credit Cards', 'Masks required', 'Staff wears masks']"
Delicious Tamales,Zv79KXQmgJ8k2PYlzkrseg,"['Heath Score: 96 out of 100', 'Offers Delivery', 'Offers Takeout']"
Jack in the Box,5bc9-OLawv-HPNdkuhw4CQ,"['Heath Score: 96 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Pelonchas Tacos,oiIN2f4xmqNH_cBvtONnjg,['Private Lot Parking']
Taqueria Tuzantla,Au9YLSCnKh1LQaQe-WkTYw,[]
Jazmin’s Cafe,AFp8LT_ulsXxMmR6INSyNQ,[]
El Rey Del Taco,WEF2KqSulVcdZ0_DtTjqhA,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
Mama'S Tacos,5gLpgxaAuEV5-Rp71jCb6A,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
Jack in the Box,FwWVAykgrFME1jKs2ZmG_Q,"['Heath Score: 95 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
La Marea Restaurant & Seafood,BeggND7OYM2axemOZ8a5kQ,"['Heath Score: 80 out of 100', 'Offers Delivery', 'Offers Takeout']"
Hacienda Jalisco,6UZKsr0TrsdZ61jwOjIiyA,"['Heath Score: 80 out of 100', 'Takes Reservations', 'Offers Takeout', 'No Delivery']"
Jack in the Box,f9iuZxaxR0MAdXN8rZmtHw,"['Heath Score: 86 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Taqueria el Limon,wxS5_J2ODaEq5YapkhLl2A,"['Offers Takeout', 'Moderate Noise']"
Taqueria Chapala #5,CWUKq0K7bUPvRjP_ThPO3g,"['Heath Score: 85 out of 100', 'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options']"
Taqueria La Sabrosita,qXw2SE8cMG6IBYv4vUzaMg,"['Classy', 'Private Lot Parking']"
La Traila,18zSoq4KOABsj7smMcRsMQ,['TV']
Texican Tacos,HyYw1af7Xjg4e6s5d0cckA,"['Offers Delivery', 'Offers Takeout']"
Jack in the Box,ua7y8bQQn0Wqkshb98toKw,"['Heath Score: 91 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Tacos Dolores Hidalgo,VwfipUylCY_9ONMdhConwA,"['No Reservations', 'No Delivery']"
Antojitos La Huastequita,qeGwkuYDMPtsnTSYLhg7Mg,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
Tomgro Grocery,L8GVB38wwTl8edp7cJ_s3w,"['Heath Score: 71 out of 100', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Jack in the Box,ehSTouF01blyKxwIxZQKjw,"['Heath Score: 100 out of 100', 'Accepts Credit Cards', 'No Reservations', 'No Takeout']"
Sabor Veracruz,nomSWwe_7LMbX7K5SVweEA,[]
Have A Taco,wz-0ZhfIzBQml7uJOXdogg,[]
Taqueria Ceibas,bjsJ4-LZLAPg-J8Gx4QWLA,[]
Food Fight Cafe,GIfyiCqGOrgxAXcFTo_cyw,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
El Mana,ORHby9xShOmEFZrb98K4IQ,[]
The Calimex Cafe,WlFV9eqjEm2rGZvqZ1KBUQ,"['Heath Score: 99 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Queen and King Cafe,zba2el259hSPPeXzOIn-JA,"['Heath Score: 90 out of 100', 'Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated']"
Makenka Hot Truck,YIhfM76HhiV0ivGytuighg,[]
Jack in the Box,t-BuLWziPfOrG6m6B-H46A,"['Heath Score: 100 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Variedades Marquez,kry4tYRNfQshObxO5RTrIw,"['Offers Takeout', 'No Delivery', 'Masks required', 'Staff wears masks']"
Envie,YzRvjcwnJTC7OghYRkrjpg,[]
Torres Taqueria #2,c6JCGgY7_qtfNdPjjDjJiw,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Casa Jaliscienses,CrSMWLz5D6zYXAD0faC0RA,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
Tasty Abe's,s1v-Y3AvB3lZenMZTziyRw,"['Offers Takeout', 'Accepts Credit Cards', 'Outdoor Seating', 'Good for Groups']"
La Terraza,cH3SaBIARFd5p8cm0l1CkA,"['Accepts Credit Cards', 'Classy', 'Good for Groups', 'No Reservations']"
Jack in the Box,l3lTVzvAH-bEligGjItMpg,"['Heath Score: 88 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
El Kioskito Cakes,jv5zO55fl1smFPh9AgeahA,['Private Lot Parking']
Delicios Luvianos,bLk4DtBJX7nzn68b4fQCbw,[]
Taqueria Piedra Grande,ZIJHt-GaMySdo-g61VIydg,[]
Tortas Tampico 512 ATX,8DwK_6uSAh_vOBLCtg6Tdw,"['Offers Takeout', 'Staff wears masks', 'Accepts Credit Cards', 'Offers Catering']"
Birrieria Lopez Cabrera,eKcARZ3toGFVEPiXjs8ULA,[]
Tres Monarcas,5JflxTdSBwewraRUPmbv8A,[]
Taqueria Jazmin’s Cafe,m4sUoJckNCHed5Xbg3xu2A,['Free Wi-Fi']
Traila Jalicienses,x1bYo3hAw4xN4J82y7774A,"['Offers Takeout', 'No Delivery']"
Taqueria La Guadalupana,6S8RzZTD0ogBDIpL4ZDKUA,"['Offers Takeout', 'Good For Kids']"
Zapata Taqueria,Pi-oEEj3gKSLj1xPn-zvTA,[]
Tacos Morelos,eNIaMmCvfy1zvfjA2SpWbg,['Private Lot Parking']
El Super Taco 3,qxVWTCxUyycZ9EYBG7Rt8g,[]
Pupuseria La Bendicion,y4nbqdGe34nOgwYMnF5Rdg,"['Offers Takeout', 'All staff fully vaccinated', 'Masks required', 'No Delivery']"
Taqueria Guerrero,jMCuYqBGN9hQzas6rc3qog,[]
Chevron,VgBgkyN0Tewdh-6HOzdy_w,"['Offers Takeout', 'Vegan Options', 'No Reservations', 'No Delivery']"
La Chilnguita #2,_UJslut_ioN88sjZyjYVyQ,[]
El Xolo Tacos,1FsOLlVibgpozj2IC6ggyQ,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']"
Burrito Mexicano,Iak6u_IQNHpprw9f_fBsdQ,[]
Villanueva Taco Truck,x9VfpXSJt3OdeImUlJjeeA,['Private Lot Parking']
Taco Cabana,S72ahVmIDe-6TyUpE7vAbQ,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
Jack in the Box,jatEYw2OYJFHhdwUde9HsA,"['Heath Score: 90 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Olél Taco Food Truck,9XrhoStAVfyWJEopnW6T8g,['Private Lot Parking']
Como dijo la Abuela pancha,PgDOyaCDPXTjWZg-pkXrVg,[]
Jack in the Box,_bPDWx6Ygy1IqOvkDyvBCQ,"['Heath Score: 88 out of 100', 'Offers Delivery', 'Offers Takeout', 'Drive-Thru']"
Taco Bell,NSXnHpPI6d7H3fk_6_4b7w,"['Heath Score: 96 out of 100', 'Offers Delivery', 'Offers Takeout', 'No Reservations']"
Jack in the Box,9YFoy5wtSadKTp82bVenWg,"['Heath Score: 92 out of 100', 'Offers Delivery', 'No Reservations', 'No Takeout']"
Taqueria Alayna's,XGVgbgk1RkHplkqpTvPEvQ,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
Takavron,w_ceTxV95Qlf7kve-YfeMA,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
ZIKI,nWfjn4x9yRabINqKL5Yaeg,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'Outdoor Seating']"
Tacos al Chile,tvEF6yHTKtuDFpO9YW1fMA,"['Offers Takeout', 'Masks required', 'Staff wears masks', 'Accepts Credit Cards']"
Mary's Tacos,a4Io4jRCjNymOTinZrLoPg,"['Offers Takeout', 'No Delivery', 'Masks required', 'Staff wears masks']"
TAQUERIA  ELITA,30vl5ptGATzdn_w6CIvyDQ,"['Outdoor Seating', 'Accepts Credit Cards']"
La Catedral Del Marisco #3,r845PuF3YhnOHW2H59fxLw,"['Heath Score: 85 out of 100', 'Offers Takeout', 'Accepts Credit Cards', 'No Delivery']"
Pollo Rico #8,6ywwbjMKtlueRpnjSw5y0Q,"['Heath Score: 97 out of 100', 'Offers Delivery', 'Offers Takeout']"
Chipotle Mexican Grill,Hd4FutPgl_Zy47Lhqzrb2Q,"['Heath Score: 98 out of 100', 'Offers Takeout', 'Good For Kids', 'No Delivery']"
El Rapido,UXf-PJp78PuK-b9yu4UyEw,['TV']
Lyly’s Tacos,RwgM8JTc7gWD5etI8sYR9g,[]
Taqueria Piedra Grande,NE7vamI1_E5ijKphjpNSnA,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards']"
Angelitos Tacos,OmwaPDh0K9Q05tx6gJ55hQ,"['Offers Takeout', 'Outdoor Seating', 'Offers Catering']"
The Bakers Rack,xfp_XmXTiwqoZCMtxDfzxg,"['Offers Takeout', 'Accepts Credit Cards', 'Offers Catering', 'Accepts Cryptocurrency']"
Karlita's Tacos,OekgltdIAotY4Xepr5Rd_A,[]
El Tapatio,eAFIa2t3gPNqmW1couP1UA,"['Offers Takeout', 'Accepts Credit Cards', 'No Reservations', 'No Delivery']"
La Llamarada,eKMHL_lMCxXPSLccCYy1CQ,['Private Lot Parking']
Violet Sky Rooftop Lounge,#NAME?,"['Offers Takeout', 'No Delivery', 'Masks required', 'Staff wears masks']"
Taco Flats,ajxnDZZHd6D9HFJsbO5_tQ,[]
Jack in the Box,ehjlyvJD9zVQcA591BJ7GA,"['Heath Score: 91 out of 100', 'Offers Delivery', 'Accepts Credit Cards', 'No Takeout']"
Taquería La Luna,mIovyOEWUAnf2qiChk1klQ,[]
Amorcito Taqueria 2,DKfTvXgkETrJSjnIBXgRmQ,"['Offers Delivery', 'Offers Takeout', 'Staff wears masks', 'Masks required']"
El Buen Sazon Michoacano,rodbcjc3_cMTpY6QyCyi8g,['Private Lot Parking']
Taqueria La Chiapaneca,UKL5-Mmu44XGMOyHQsysZg,"['Offers Delivery', 'Offers Takeout', 'Staff wears masks', 'No Reservations']"
Casa Jaliscienses,oSyVDd4cmus72-p9EaP0WA,"['Good for Groups', 'Full Bar']"
Taqueria Monterrey,Qk7U5cTPEn7Co1Z7xpx1kg,[]
El Mango Feliz,WWgPmdYLTHl_XrqrpA4zVQ,"['Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated', 'Masks required']"
Taqueria Chelo,v18PtZkFHeOWLaXRmB6wDg,"['Offers Takeout', 'Accepts Credit Cards', 'TV', 'No Delivery']"
Ley's Tacos,DfwyzeN03FzMqI5CEl_U2Q,"['Outdoor Seating', 'Private Lot Parking', 'Accepts Credit Cards', 'Not Good For Groups']"
Taquria El Laurel,EeYk9bxByqwW_ZI5tX-h0Q,"['TV', 'Not Good For Groups', 'No Wi-Fi']"
Victorina's Food,0KIz6FvVASKq-COc_nLsQQ,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'Outdoor Seating']"
Mariscos Mazatlan Taqueria Mi Tierra,Y_Yn5iePzdnEAUat6xPrDA,['Classy']
Pinches Tacos,nAIyrmWFktRCbrm6_Z7oCg,"['Offers Takeout', 'No Delivery', 'Masks required', 'Staff wears masks']"
Tacos Lucy,uPd4n_EixQzCqdNVDkA3Bw,[]
Loading Zone Grill,I7nnR0tiamAZoxyexVE3Mw,['Classy']
Taqueria Las Niñas,bu_BrScF9S5i2_cQCEp6Aw,[]
Taqueria la Guera #2,x7WPRQVWt0YkVtFV8sJRAA,[]
Taqueria Las Chismosas,BBSOSGcnlqn8fK4etP2IZA,[]
Tacos Vallecito,1Y14sPiDAT0Pm9A_EEeJnw,[]
IBM Cafeteria,NGYrEfaPyLhRvQvooa1cuQ,[]
Lada Ladies,dwzI6ZeF4s0M-A98KDooCQ,"['Takes Reservations', 'Many Vegetarian Options', 'No Delivery', 'No Takeout']"
La Poblanita,DKmeEvHuluHB0ufxsARqwg,[]
Taqueria Rogel,9z81cnOp9FnBSm9fNl4JPA,[]
Wicked Kitchen,clR1JT0d4g7v0fKfacWOjQ,[]
Airport Xpress Market,hQcwLyoNALi81GFt5RazDQ,"['Heath Score: 76 out of 100', 'No Reservations', 'No Delivery', 'No Takeout']"
Man vs Fries,8X2xJI24oYMBgR-wf6ZKCw,['Offers Delivery']
El-Regio Taqueria,Ghit5oCGZ_ueKxWIck6Fnw,[]
Pollos Asados El Norteno,8SVC9BLwFXyhI7IGUI4KhQ,"['Heath Score: 82 out of 100', 'Offers Takeout', 'No Delivery', 'Masks required']"
Chilangos,rBiEoogWUXOe8SpwwTg68g,[]
Man vs Fries,AYwtNo7Sq0AayJnh7fqoow,['Virtual restaurant']
Las Palmas Mexican Restaurant,x6puecOkFOSqeAhbXBfpgQ,[]
El Pollo Rico,iQkcPT4cQ5Q1FNG-38-37A,[]
El Taco Real,VsQ5NNkNcIStb71_YLtReA,[]
Pfajita Gib,s8b3eLvU0M00ju1Yp9cz6w,"['Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'No Reservations']"
