restaurant_name,id,attributes
El Chilito,P4ObhAEvCW867NiG-USPeA,Health Score
El Chilito,P4ObhAEvCW867NiG-USPeA,Offers Delivery
El Chilito,P4ObhAEvCW867NiG-USPeA,Offers Takeout
Oye Taquito,UjPD0ANtXWprEJ9IEogeXw,Offers Takeout
Oye Taquito,UjPD0ANtXWprEJ9IEogeXw,Staff wears masks
Oye Taquito,UjPD0ANtXWprEJ9IEogeXw,Accepts Credit Cards
Oye Taquito,UjPD0ANtXWprEJ9IEogeXw,Outdoor Seating
Techo Mezcaleria & Agave Bar,8GfPt82px0MYo9McLIYH7Q,Masks required
Tacos Las Amazonas,m8g7EyLdNx5UHVHX6brkUQ,Masks required
Tacos Las Amazonas,m8g7EyLdNx5UHVHX6brkUQ,Many Vegetarian Options
Santa Rita Tex-Mex Cantina,mId-HN-F1HO2OEAxdrrg1A,Health Score
Santa Rita Tex-Mex Cantina,mId-HN-F1HO2OEAxdrrg1A,Takes Reservations
Santa Rita Tex-Mex Cantina,mId-HN-F1HO2OEAxdrrg1A,Offers Delivery
Santa Rita Tex-Mex Cantina,mId-HN-F1HO2OEAxdrrg1A,Offers Takeout
The Peached Tortilla,4gjL09PPT5UI5fmnVxFHcQ,Offers Takeout
The Peached Tortilla,4gjL09PPT5UI5fmnVxFHcQ,Masks required
Los Jaliscienses,mE71Kja2XJq25-iQhGcdfA,Health Score
Los Jaliscienses,mE71Kja2XJq25-iQhGcdfA,Offers Takeout
Freebirds World Burrito,HjKbiCL6_ZvGWYx5EX4-pQ,Health Score
Freebirds World Burrito,HjKbiCL6_ZvGWYx5EX4-pQ,Offers Delivery
Freebirds World Burrito,HjKbiCL6_ZvGWYx5EX4-pQ,Offers Takeout
Taqueria La Canaria,Yb13Yvw_tSCS20l_v33WUQ,Offers Takeout
Serranos,JGYfl949YuTySsHl6fQXng,Takes Reservations
Serranos,JGYfl949YuTySsHl6fQXng,Offers Delivery
Serranos,JGYfl949YuTySsHl6fQXng,Offers Takeout
Serranos,JGYfl949YuTySsHl6fQXng,Staff wears masks
Vazquez Restaurant,Y-Fepz41Q6JnhvjDuU-vWA,Offers Delivery
Vazquez Restaurant,Y-Fepz41Q6JnhvjDuU-vWA,Offers Takeout
Vazquez Restaurant,Y-Fepz41Q6JnhvjDuU-vWA,Accepts Credit Cards
Tacoly Moly,4rePJDIX7lefZCUr8zQ8Vg,Offers Delivery
Tacoly Moly,4rePJDIX7lefZCUr8zQ8Vg,Offers Takeout
Tacoly Moly,4rePJDIX7lefZCUr8zQ8Vg,Accepts Credit Cards
The Park At The Domain,tJcreajt7qe98DBqaFRsDA,Health Score
The Park At The Domain,tJcreajt7qe98DBqaFRsDA,Takes Reservations
The Park At The Domain,tJcreajt7qe98DBqaFRsDA,Offers Delivery
The Park At The Domain,tJcreajt7qe98DBqaFRsDA,Staff wears masks
OneTaco,pPaRvDa9OC9h12ugJuKFWQ,Offers Takeout
OneTaco,pPaRvDa9OC9h12ugJuKFWQ,Many Vegetarian Options
Super Burrito at the Water Tank,-1ShItlulHnBsoOQWnblzw,Offers Delivery
Super Burrito at the Water Tank,-1ShItlulHnBsoOQWnblzw,Offers Takeout
Super Burrito at the Water Tank,-1ShItlulHnBsoOQWnblzw,Vegan Options
Rico's Tacos,gPMZdARiHo0j1nyIHjRghg,Offers Takeout
Rico's Tacos,gPMZdARiHo0j1nyIHjRghg,Accepts Credit Cards
Dave's Tacos,Z2i3xGhaf3mQ1TrWAhlvFg,Offers Delivery
Dave's Tacos,Z2i3xGhaf3mQ1TrWAhlvFg,Offers Takeout
Dave's Tacos,Z2i3xGhaf3mQ1TrWAhlvFg,All staff fully vaccinated
ALLI Mexican Cuisine,BX2J-O891PfC_eMhNu5zmw,Health Score
ALLI Mexican Cuisine,BX2J-O891PfC_eMhNu5zmw,Offers Takeout
Pollos Asados El Norteño ,DJXOsYCWc0nMfBVUUy6JHg,Offers Takeout
Wally's Burger Express,t0l4gL6jwSjMKyWTmYhatg,Health Score
Wally's Burger Express,t0l4gL6jwSjMKyWTmYhatg,Offers Delivery
Wally's Burger Express,t0l4gL6jwSjMKyWTmYhatg,Offers Takeout
El Secreto De Abuela,mXDYtboV6TXsZY5I3DKVtg,Health Score
El Secreto De Abuela,mXDYtboV6TXsZY5I3DKVtg,Offers Takeout
Taqueria Arandas,AK7iJ4gksCE7hzkN2oBjTg,Health Score
Taqueria Arandas,AK7iJ4gksCE7hzkN2oBjTg,Offers Takeout
El Mana Authentic Mexican Food Truck,Fk75FypsNuA0ppLS6FzwjA,Accepts Credit Cards
El Mana Authentic Mexican Food Truck,Fk75FypsNuA0ppLS6FzwjA,Private Lot Parking
Casita Guanajuato,YXAayJMq8L2OKtW0yBOnyA,Health Score
Casita Guanajuato,YXAayJMq8L2OKtW0yBOnyA,Offers Delivery
Casita Guanajuato,YXAayJMq8L2OKtW0yBOnyA,Offers Takeout
OneTaco,nhB-F-p3m6ukwpaYrXYhhQ,Offers Delivery
OneTaco,nhB-F-p3m6ukwpaYrXYhhQ,Offers Takeout
OneTaco,nhB-F-p3m6ukwpaYrXYhhQ,Masks required
Las Palomas Restaurant & Bar,aflbTPPZrQIxTOIMJMHbHA,Health Score
Las Palomas Restaurant & Bar,aflbTPPZrQIxTOIMJMHbHA,Takes Reservations
Las Palomas Restaurant & Bar,aflbTPPZrQIxTOIMJMHbHA,Offers Delivery
Las Palomas Restaurant & Bar,aflbTPPZrQIxTOIMJMHbHA,Offers Takeout
Pollos Asados El norteño #1,fiwgOF1xPSM1aqKcp_EIDQ,Offers Delivery
Pollos Asados El norteño #1,fiwgOF1xPSM1aqKcp_EIDQ,Offers Takeout
Pollos Asados El norteño #1,fiwgOF1xPSM1aqKcp_EIDQ,Many Vegetarian Options
Nissi Vegmex,Nj20XdBXoYSxDIzHx9YmBQ,Offers Delivery
Nissi Vegmex,Nj20XdBXoYSxDIzHx9YmBQ,Offers Takeout
Freebirds World Burrito,Eh0Fug7RWiazyB8Rjkswag,Health Score
Freebirds World Burrito,Eh0Fug7RWiazyB8Rjkswag,Offers Delivery
Freebirds World Burrito,Eh0Fug7RWiazyB8Rjkswag,Offers Takeout
El Tacorrido,4Jsmb92lYx8Djk4QBk6aXA,Health Score
El Tacorrido,4Jsmb92lYx8Djk4QBk6aXA,Offers Takeout
El Tacorrido,4Jsmb92lYx8Djk4QBk6aXA,Vegan Options
La Flor,q7mbPAK0g_9jbZL2dHANIA,Offers Takeout
La Flor,q7mbPAK0g_9jbZL2dHANIA,Vegan Options
Taqueria Gardenia,d9yW4OLNczqKGlXfE_AGrQ,Offers Delivery
Taqueria Gardenia,d9yW4OLNczqKGlXfE_AGrQ,Offers Takeout
Taqueria Gardenia,d9yW4OLNczqKGlXfE_AGrQ,Masks required
Super Burrito on 5th,sUxfwBFORDxrarh0LXQUFw,Offers Delivery
Super Burrito on 5th,sUxfwBFORDxrarh0LXQUFw,Offers Takeout
Super Burrito on 5th,sUxfwBFORDxrarh0LXQUFw,Vegan Options
Zuzu Handmade Mexican Food,iFofOanM-8rT21M0SHNjoA,Health Score
Zuzu Handmade Mexican Food,iFofOanM-8rT21M0SHNjoA,Offers Delivery
Zuzu Handmade Mexican Food,iFofOanM-8rT21M0SHNjoA,Offers Takeout
Micheladas Cafe y Cantina,DQu-9yItu2woAx-UBUzivQ,Health Score
Micheladas Cafe y Cantina,DQu-9yItu2woAx-UBUzivQ,Takes Reservations
Micheladas Cafe y Cantina,DQu-9yItu2woAx-UBUzivQ,Offers Delivery
Micheladas Cafe y Cantina,DQu-9yItu2woAx-UBUzivQ,Offers Takeout
San Juanita Tacos,aPghiwhYey7sAzP3VL8iGQ,Health Score
San Juanita Tacos,aPghiwhYey7sAzP3VL8iGQ,Offers Delivery
San Juanita Tacos,aPghiwhYey7sAzP3VL8iGQ,Offers Takeout
Ma’Coco,VQPXI5dftODd37nCJAEEqg,Health Score
Ma’Coco,VQPXI5dftODd37nCJAEEqg,Takes Reservations
Ma’Coco,VQPXI5dftODd37nCJAEEqg,Offers Delivery
Ma’Coco,VQPXI5dftODd37nCJAEEqg,Offers Takeout
Daygos San Diego Taco Shop,zWrJwohy1W-9pLAHA5AC_w,Offers Delivery
Daygos San Diego Taco Shop,zWrJwohy1W-9pLAHA5AC_w,Offers Takeout
Taqueria Arandas,MoDX6fbr0e_Sls_TUxeD_w,Health Score
Taqueria Arandas,MoDX6fbr0e_Sls_TUxeD_w,Offers Takeout
Asador,nNLO8Tb8YpzbueWDvsBujw,Offers Delivery
Asador,nNLO8Tb8YpzbueWDvsBujw,Offers Takeout
Asador,nNLO8Tb8YpzbueWDvsBujw,Accepts Credit Cards
Baby Acapulco,R9O3UC-wk2T3hXyRLzeJQQ,Health Score
Baby Acapulco,R9O3UC-wk2T3hXyRLzeJQQ,Takes Reservations
Baby Acapulco,R9O3UC-wk2T3hXyRLzeJQQ,Offers Delivery
Baby Acapulco,R9O3UC-wk2T3hXyRLzeJQQ,Offers Takeout
Taqueria La Libertad,qCTUdVpeWWj5rtvV2y3c9w,Offers Takeout
Taqueria La Libertad,qCTUdVpeWWj5rtvV2y3c9w,Accepts Credit Cards
ZIKI,8BPtCYQjlYAB4UsaTQTHDA,Offers Delivery
ZIKI,8BPtCYQjlYAB4UsaTQTHDA,Offers Takeout
ZIKI,8BPtCYQjlYAB4UsaTQTHDA,Many Vegetarian Options
Bulevar,dOQPeXu27YmjYFfV5tX-Zg,Takes Reservations
Bulevar,dOQPeXu27YmjYFfV5tX-Zg,Accepts Credit Cards
Bulevar,dOQPeXu27YmjYFfV5tX-Zg,Outdoor Seating
La Piscina,YrReCTKKKRBEDMwFqcftsA,Health Score
La Piscina,YrReCTKKKRBEDMwFqcftsA,Takes Reservations
La Piscina,YrReCTKKKRBEDMwFqcftsA,Offers Takeout
Taquerias Arandinas,xTar2cfxnkDTr2A3d50JXw,Health Score
Taquerias Arandinas,xTar2cfxnkDTr2A3d50JXw,Offers Delivery
Taquerias Arandinas,xTar2cfxnkDTr2A3d50JXw,Offers Takeout
La Montaña Tacos,1jSy2jbwmSZBxrSzqycbfQ,Health Score
La Montaña Tacos,1jSy2jbwmSZBxrSzqycbfQ,Offers Takeout
La Montaña Tacos,1jSy2jbwmSZBxrSzqycbfQ,Staff wears masks
La Montaña Tacos,1jSy2jbwmSZBxrSzqycbfQ,Many Vegetarian Options
Freebirds World Burrito,h8D2fs8IBYCofOf8qpAemw,Health Score
Freebirds World Burrito,h8D2fs8IBYCofOf8qpAemw,Offers Delivery
Freebirds World Burrito,h8D2fs8IBYCofOf8qpAemw,Offers Takeout
La Plancha,Uf-lNowqa8XMZyHRrLquMg,Offers Delivery
La Plancha,Uf-lNowqa8XMZyHRrLquMg,Offers Takeout
La Plancha,Uf-lNowqa8XMZyHRrLquMg,All staff fully vaccinated
El Arroyo 5th Street,CAVtUByBO6JOY_krzrlfbw,Health Score
El Arroyo 5th Street,CAVtUByBO6JOY_krzrlfbw,Takes Reservations
El Arroyo 5th Street,CAVtUByBO6JOY_krzrlfbw,Offers Delivery
El Arroyo 5th Street,CAVtUByBO6JOY_krzrlfbw,Offers Takeout
El Perrito,TUOe6XIbww7VDrlD2aSkEQ,Offers Takeout
El Perrito,TUOe6XIbww7VDrlD2aSkEQ,All staff fully vaccinated
El Perrito,TUOe6XIbww7VDrlD2aSkEQ,Staff wears masks
Tacos Yo Soy,5suI6QbrzMAj_AAbv8pSHw,Takes Reservations
Tacos Yo Soy,5suI6QbrzMAj_AAbv8pSHw,Offers Delivery
Tacos Yo Soy,5suI6QbrzMAj_AAbv8pSHw,Offers Takeout
Freebirds World Burrito,3lWOMnrqO53ZJcsX6wVFYA,Health Score
Freebirds World Burrito,3lWOMnrqO53ZJcsX6wVFYA,Offers Delivery
Freebirds World Burrito,3lWOMnrqO53ZJcsX6wVFYA,Offers Takeout
La Peña,2gd5FJ6ACgaKp9jq2sI-aA,Offers Takeout
La Peña,2gd5FJ6ACgaKp9jq2sI-aA,Masks required
La Traila at Mesa,2mGMA0uaSh1zNW0xBbICtw,Offers Delivery
La Traila at Mesa,2mGMA0uaSh1zNW0xBbICtw,Offers Takeout
La Traila at Mesa,2mGMA0uaSh1zNW0xBbICtw,Accepts Credit Cards
Donut Taco Palace,oMRd59l9tECM9Jvy12kDgg,Health Score
Donut Taco Palace,oMRd59l9tECM9Jvy12kDgg,Offers Delivery
Donut Taco Palace,oMRd59l9tECM9Jvy12kDgg,Offers Takeout
Mi Trailita Y Mas,qa6O3oPbJnSo35HnzjMVrA,Health Score
Mi Trailita Y Mas,qa6O3oPbJnSo35HnzjMVrA,Offers Delivery
Mi Trailita Y Mas,qa6O3oPbJnSo35HnzjMVrA,Offers Takeout
Mi Trailita Y Mas,qa6O3oPbJnSo35HnzjMVrA,Staff wears masks
Trudy’s Del Mar,UEgSnHjeR1nrHu5vXO1NfA,Offers Delivery
Trudy’s Del Mar,UEgSnHjeR1nrHu5vXO1NfA,Offers Takeout
Trudy’s Del Mar,UEgSnHjeR1nrHu5vXO1NfA,Outdoor Seating
Trudy’s Del Mar,UEgSnHjeR1nrHu5vXO1NfA,Casual
Angie's Mexican Restaurant,n8kBconpaJJg32tGrLHeFg,Health Score
Angie's Mexican Restaurant,n8kBconpaJJg32tGrLHeFg,Takes Reservations
Angie's Mexican Restaurant,n8kBconpaJJg32tGrLHeFg,Offers Delivery
Angie's Mexican Restaurant,n8kBconpaJJg32tGrLHeFg,Offers Takeout
La Holly,J-S8U3hSuuZSa1a0xq2kJg,Offers Takeout
La Holly,J-S8U3hSuuZSa1a0xq2kJg,Many Vegetarian Options
Nonos Tacos,FewDWoaK5Pr0sHF3AlG8mg,Health Score
Nonos Tacos,FewDWoaK5Pr0sHF3AlG8mg,Offers Delivery
Nonos Tacos,FewDWoaK5Pr0sHF3AlG8mg,Offers Takeout
Dos Salsas,q36O23dI5uQbWseYmT3Hrg,Health Score
Dos Salsas,q36O23dI5uQbWseYmT3Hrg,Takes Reservations
Dos Salsas,q36O23dI5uQbWseYmT3Hrg,Offers Delivery
Dos Salsas,q36O23dI5uQbWseYmT3Hrg,Offers Takeout
Jefes Tacos & Catering,NJAbhM3GD4n00_HInpNFnA,Health Score
Jefes Tacos & Catering,NJAbhM3GD4n00_HInpNFnA,Takes Reservations
Jefes Tacos & Catering,NJAbhM3GD4n00_HInpNFnA,Offers Delivery
Jefes Tacos & Catering,NJAbhM3GD4n00_HInpNFnA,Offers Takeout
Los Comales Mexican Restaurant,dMNfUfUgOmTLcDCTLJ_9Zw,Health Score
Los Comales Mexican Restaurant,dMNfUfUgOmTLcDCTLJ_9Zw,Offers Delivery
Los Comales Mexican Restaurant,dMNfUfUgOmTLcDCTLJ_9Zw,Offers Takeout
Little Mexico Restaurant,6-kH79SpoMeIKDIEBwchPA,Health Score
Little Mexico Restaurant,6-kH79SpoMeIKDIEBwchPA,Offers Delivery
Little Mexico Restaurant,6-kH79SpoMeIKDIEBwchPA,Offers Takeout
Papa Joe's Tex-Mex,-pv0wXx1s0viMg8CH7x-6g,Health Score
Papa Joe's Tex-Mex,-pv0wXx1s0viMg8CH7x-6g,Offers Delivery
Papa Joe's Tex-Mex,-pv0wXx1s0viMg8CH7x-6g,Offers Takeout
Fairways Cantina,BCaTdIxMsFDw3MK4iy_b7w,Health Score
Fairways Cantina,BCaTdIxMsFDw3MK4iy_b7w,Offers Delivery
Fairways Cantina,BCaTdIxMsFDw3MK4iy_b7w,Offers Takeout
Fairways Cantina,BCaTdIxMsFDw3MK4iy_b7w,Staff wears masks
Bummer Burrito,2zOmcPu717eU83nbRAWSBA,Offers Delivery
Bummer Burrito,2zOmcPu717eU83nbRAWSBA,Offers Takeout
Bummer Burrito,2zOmcPu717eU83nbRAWSBA,Vegan Options
Bummer Burrito,2zOmcPu717eU83nbRAWSBA,Accepts Credit Cards
Tres Amigos,KsS_49_A8M2__emgTCp8dg,Health Score
Tres Amigos,KsS_49_A8M2__emgTCp8dg,Takes Reservations
Tres Amigos,KsS_49_A8M2__emgTCp8dg,Offers Delivery
Tres Amigos,KsS_49_A8M2__emgTCp8dg,Offers Takeout
Nyam Sunshine Cuisine,VDteToHgvpUDA9_T7SYG9g,Outdoor Seating
Nyam Sunshine Cuisine,VDteToHgvpUDA9_T7SYG9g,Private Lot Parking
Taqueria La Familia Mexican Restaurant,KJagWpMMQZ52mZfUabaR7Q,Health Score
Taqueria La Familia Mexican Restaurant,KJagWpMMQZ52mZfUabaR7Q,Offers Delivery
Taqueria La Familia Mexican Restaurant,KJagWpMMQZ52mZfUabaR7Q,Offers Takeout
Native Grocery,ZE3jrF6Hcc-MzJx58-GSDQ,Health Score
Native Grocery,ZE3jrF6Hcc-MzJx58-GSDQ,Offers Delivery
Native Grocery,ZE3jrF6Hcc-MzJx58-GSDQ,Accepts Credit Cards
Toyloco,3C9CZS_l2XqQHeEQTI-UtA,Offers Delivery
Toyloco,3C9CZS_l2XqQHeEQTI-UtA,Offers Takeout
Taquero Mucho,xrxNQvmqCHQgH47gn5jtdw,Health Score
Taquero Mucho,xrxNQvmqCHQgH47gn5jtdw,Trendy
Taquero Mucho,xrxNQvmqCHQgH47gn5jtdw,Good for Dinner
Ensenada ATX,bL-77pJtdNMkyiw6wESOrg,Offers Takeout
Always Hungry,cFKZVxAsRsmGH5pZLPCyog,Offers Delivery
Always Hungry,cFKZVxAsRsmGH5pZLPCyog,Offers Takeout
Always Hungry,cFKZVxAsRsmGH5pZLPCyog,Pescatarian Options
Always Hungry,cFKZVxAsRsmGH5pZLPCyog,Vegan Options
Veracruz All Natural,lCmz-bwclEuwsxm4-i2lNw,Offers Takeout
Veracruz All Natural,lCmz-bwclEuwsxm4-i2lNw,Vegan Options
Costa Del Sol Restaurant,S0j4zscxXfkSVTQifdvydA,Health Score
Costa Del Sol Restaurant,S0j4zscxXfkSVTQifdvydA,Offers Takeout
Taqueria Guadalajara,vj3fhBAbH5bP342wQ4ADkA,Health Score
Taqueria Guadalajara,vj3fhBAbH5bP342wQ4ADkA,Offers Delivery
Taqueria Guadalajara,vj3fhBAbH5bP342wQ4ADkA,Offers Takeout
Carnitas el Guero,GPOlkc5MMbhIA2WnlTAkJQ,Waiter Service
Taco Bronco,2shvbGrTkfk4xk6BVWjZug,Vegan Options
Taco Bronco,2shvbGrTkfk4xk6BVWjZug,Accepts Credit Cards
Taco Bronco,2shvbGrTkfk4xk6BVWjZug,"Street Parking, Private Lot Parking"
Mango Feliz,HBnfMWwTiXTEfvdMEnSjbg,Offers Takeout
Vaquero Taquero,suSjNVgdnOrjP-1eGHoXEw,Health Score
Vaquero Taquero,suSjNVgdnOrjP-1eGHoXEw,Offers Delivery
Vaquero Taquero,suSjNVgdnOrjP-1eGHoXEw,Offers Takeout
Vaquero Taquero,suSjNVgdnOrjP-1eGHoXEw,Staff wears masks
OneTaco Taquería,QLpkAl5IF-dKsQrqO6zc9g,Offers Delivery
OneTaco Taquería,QLpkAl5IF-dKsQrqO6zc9g,Offers Takeout
Veracruz All Natural,FqWMOQ0WbVZ55Y3sS1ulhQ,Offers Takeout
Veracruz All Natural,FqWMOQ0WbVZ55Y3sS1ulhQ,Masks required
Veracruz All Natural,FqWMOQ0WbVZ55Y3sS1ulhQ,Staff wears masks
Veracruz All Natural,FqWMOQ0WbVZ55Y3sS1ulhQ,Vegan Options
Hecho En Mexico,4w54U7DCiyswmzMf7t32-Q,Health Score
Hecho En Mexico,4w54U7DCiyswmzMf7t32-Q,Takes Reservations
Hecho En Mexico,4w54U7DCiyswmzMf7t32-Q,Offers Delivery
Hecho En Mexico,4w54U7DCiyswmzMf7t32-Q,Offers Takeout
Love C Spot,CxDq-fQN3c3g29So1NPY-A,Offers Delivery
Love C Spot,CxDq-fQN3c3g29So1NPY-A,Offers Takeout
Dos Amigos Mexican Food,s-DXfNMT4ZDmbIZw518_Rg,Offers Takeout
Casa Vallarta,HfAedVTbfqe10tp0g36AiA,Health Score
Casa Vallarta,HfAedVTbfqe10tp0g36AiA,Offers Takeout
El Super Taco,yq0N8GoNwkyejpm0I4n1Yw,Offers Delivery
El Super Taco,yq0N8GoNwkyejpm0I4n1Yw,Offers Takeout
Curra’s Hyde Park,zMdslB08XbNWU3S8z8fWXw,Health Score
Curra’s Hyde Park,zMdslB08XbNWU3S8z8fWXw,Offers Takeout
Curra’s Hyde Park,zMdslB08XbNWU3S8z8fWXw,Many Vegetarian Options
Curra’s Hyde Park,zMdslB08XbNWU3S8z8fWXw,Outdoor Seating
Tacos Durango,4XLSNVJcveUz2P8cck9OZA,Health Score
Tacos Durango,4XLSNVJcveUz2P8cck9OZA,Offers Delivery
Tacos Durango,4XLSNVJcveUz2P8cck9OZA,Offers Takeout
OneTaco,q6c0rBQ2SdNavtFjjY7oFQ,Offers Delivery
OneTaco,q6c0rBQ2SdNavtFjjY7oFQ,Offers Takeout
OneTaco,q6c0rBQ2SdNavtFjjY7oFQ,Masks required
OneTaco,q6c0rBQ2SdNavtFjjY7oFQ,Staff wears masks
Jefes Street Tacos,BtlzDIZ5RJePAae_hklVlA,Offers Delivery
Jefes Street Tacos,BtlzDIZ5RJePAae_hklVlA,Offers Takeout
Jefes Street Tacos,BtlzDIZ5RJePAae_hklVlA,Accepts Credit Cards
Con Todo,z3SmHMMxZaWdqbE1KQoHQQ,Outdoor Seating
Con Todo,z3SmHMMxZaWdqbE1KQoHQQ,Classy
Con Todo,z3SmHMMxZaWdqbE1KQoHQQ,Private Lot Parking
Chipotle Mexican Grill,6ro6GdSUnNmM929dTHgVKg,Health Score
Chipotle Mexican Grill,6ro6GdSUnNmM929dTHgVKg,Offers Delivery
Chipotle Mexican Grill,6ro6GdSUnNmM929dTHgVKg,Offers Takeout
El Chilito,Pu3LOiZNPJTOCpOJ-stlvA,Health Score
El Chilito,Pu3LOiZNPJTOCpOJ-stlvA,Offers Delivery
El Chilito,Pu3LOiZNPJTOCpOJ-stlvA,Offers Takeout
El Pollo Rico,FV0EwBnrRlocGXe2Y_92fw,Offers Delivery
El Pollo Rico,FV0EwBnrRlocGXe2Y_92fw,Offers Takeout
El Pollo Rico,FV0EwBnrRlocGXe2Y_92fw,Accepts Credit Cards
Un Taco Mas,xaDfYFmpU4qyRwu6gBbpbA,Offers Takeout
Un Taco Mas,xaDfYFmpU4qyRwu6gBbpbA,Masks required
Un Taco Mas,xaDfYFmpU4qyRwu6gBbpbA,Staff wears masks
Taco Flats,_1lwieLPTdvfbEStNTnzDg,Health Score
Taco Flats,_1lwieLPTdvfbEStNTnzDg,Offers Delivery
Taco Flats,_1lwieLPTdvfbEStNTnzDg,Offers Takeout
Quezzas,rn2Ka8dII-WH6hXG82F1GA,Offers Delivery
Quezzas,rn2Ka8dII-WH6hXG82F1GA,Offers Takeout
Quezzas,rn2Ka8dII-WH6hXG82F1GA,Masks required
Taqueria La Escondida,l19bUIcJWEMSzCXhDM4zdw,Health Score
Taqueria La Escondida,l19bUIcJWEMSzCXhDM4zdw,Offers Takeout
Baby Acapulco,QnjTzGGueOsdabHqvWosQA,Health Score
Baby Acapulco,QnjTzGGueOsdabHqvWosQA,Takes Reservations
Baby Acapulco,QnjTzGGueOsdabHqvWosQA,Offers Delivery
Baby Acapulco,QnjTzGGueOsdabHqvWosQA,Offers Takeout
Flores Mexican Restaurant,CibLRpCBVfEzzDFbOQIxzw,Health Score
Flores Mexican Restaurant,CibLRpCBVfEzzDFbOQIxzw,Offers Takeout
Daygo's San Diego Taco Shop,hYDAmF6f-8qfNuDJmZAoKg,Classy
Tacos El Charly,kJCTyUI0zT8rqv3qaxYuiA,Outdoor Seating
Tacos El Charly,kJCTyUI0zT8rqv3qaxYuiA,Street Parking
Tacos El Charly,kJCTyUI0zT8rqv3qaxYuiA,TV
Beto's Mexican Restaurant,7lshv8DNhwYhdD6Dh73ekg,Health Score
Beto's Mexican Restaurant,7lshv8DNhwYhdD6Dh73ekg,Offers Takeout
Mission Street Burrito,nNFaWdWQzAKglF7QvszbnQ,Offers Delivery
Mission Street Burrito,nNFaWdWQzAKglF7QvszbnQ,Offers Takeout
Mission Street Burrito,nNFaWdWQzAKglF7QvszbnQ,Vegan Options
Mission Street Burrito,nNFaWdWQzAKglF7QvszbnQ,Outdoor Seating
Autenticos Michoacanos,Upe9TGr3VP8uAL223bCWOQ,Offers Takeout
Autenticos Michoacanos,Upe9TGr3VP8uAL223bCWOQ,Staff wears masks
Autenticos Michoacanos,Upe9TGr3VP8uAL223bCWOQ,Casual
Autenticos Michoacanos,Upe9TGr3VP8uAL223bCWOQ,Private Lot Parking
El Secreto de la Abuela 2,SW2v089xn3xrCFbMFKXasw,Health Score
El Secreto de la Abuela 2,SW2v089xn3xrCFbMFKXasw,Offers Delivery
El Secreto de la Abuela 2,SW2v089xn3xrCFbMFKXasw,Offers Takeout
El Secreto de la Abuela 2,SW2v089xn3xrCFbMFKXasw,Many Vegetarian Options
La Palapa,gMuFIpk4BRfZcE6p55fnkA,Health Score
La Palapa,gMuFIpk4BRfZcE6p55fnkA,Offers Takeout
Seareinas,PDtcdi8HiGU_E0EtrrlXeg,Health Score
Seareinas,PDtcdi8HiGU_E0EtrrlXeg,Outdoor Seating
Seareinas,PDtcdi8HiGU_E0EtrrlXeg,"Casual, Trendy"
Juana Taco,heeqwXyKmz99ST_28jdVYg,Offers Delivery
Juana Taco,heeqwXyKmz99ST_28jdVYg,Offers Takeout
Juana Taco,heeqwXyKmz99ST_28jdVYg,Many Vegetarian Options
Taqueria Montenegro,Sz73NubYjNG3AD5jXMj3SA,Health Score
Taqueria Montenegro,Sz73NubYjNG3AD5jXMj3SA,Offers Takeout
Chicken Bowl,hI9SS8or178ESYI3g8o4cA,Health Score
Chicken Bowl,hI9SS8or178ESYI3g8o4cA,Offers Takeout
Polvo's DT,WqSAjqv0XwfsYBg70dHBqA,Health Score
Polvo's DT,WqSAjqv0XwfsYBg70dHBqA,Takes Reservations
Polvo's DT,WqSAjqv0XwfsYBg70dHBqA,Offers Takeout
Little Plaza Tacos,ZjExuvrL3CUicY2F9xhzSA,Offers Delivery
Little Plaza Tacos,ZjExuvrL3CUicY2F9xhzSA,Offers Takeout
Little Plaza Tacos,ZjExuvrL3CUicY2F9xhzSA,Staff wears masks
Chipotle Mexican Grill,oaXi7-OFrwHyHpSz2_AtxA,Health Score
Chipotle Mexican Grill,oaXi7-OFrwHyHpSz2_AtxA,Offers Delivery
Chipotle Mexican Grill,oaXi7-OFrwHyHpSz2_AtxA,Offers Takeout
La Santa Barbacha,h3ygYy3mwzskQlCH1jtnBA,Offers Takeout
Kings Taqueria Y Mas,m1GkW7EAalwPr2MVC1zL7g,Offers Delivery
Kings Taqueria Y Mas,m1GkW7EAalwPr2MVC1zL7g,Offers Takeout
Kings Taqueria Y Mas,m1GkW7EAalwPr2MVC1zL7g,Accepts Credit Cards
El Tacorrido,4S0hdF6JOQYvEZU9253rYg,Health Score
El Tacorrido,4S0hdF6JOQYvEZU9253rYg,Offers Delivery
El Tacorrido,4S0hdF6JOQYvEZU9253rYg,Good for Groups
El Tacorrido,4S0hdF6JOQYvEZU9253rYg,"Garage Parking, Private Lot Parking"
Zombie Taco,QKq8xVLe58sBola2ykdnow,Health Score
Zombie Taco,QKq8xVLe58sBola2ykdnow,Offers Delivery
Zombie Taco,QKq8xVLe58sBola2ykdnow,Offers Takeout
El Tizon Del Chef,ZtDJAwu5U3gmx-LVRbsutA,Offers Takeout
El Tizon Del Chef,ZtDJAwu5U3gmx-LVRbsutA,Masks required
Rules & Regs,Vf_vqtytl6RRV5_3w84JsA,Takes Reservations
Rules & Regs,Vf_vqtytl6RRV5_3w84JsA,Offers Delivery
Rules & Regs,Vf_vqtytl6RRV5_3w84JsA,Masks required
